id,name,calcium_amount_mg,fat_amount_g,iron_amount_mg,protein_amount_g,calories_amount_kcal,sugar_amount_g,sodium_amount_mg,saturated_fat_amount_g,fiber_amount_g,carbohydrates_amount_g,pct_protein,pct_fat,pct_carbs,savory,sweet,salty,sour,bitter,fatty,spicy,neutral,soft,tender,juicy,smooth,chewy,crunchy,liquid,creamy,crispy,powdery,flaky,gooey,slimy,moist,crumbly,fluffy,sticky,dry,oily,hard
10015147,lobster tails,0.34837938171065747,0.015503951762969011,0.007597501616276932,0.16334286469488032,0.27418659989667116,0.0,0.44323407983734364,0.005451007435924976,0.0,0.0,0.9073,0.09269999999999999,0.0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10017032,lean rack of lamb,0.23466385036809756,0.27417137968577754,0.10762115527691646,0.3147108825945052,0.48799756015993284,0.0,0.3635459548770671,0.19625146936006604,0.0,0.0,0.4903,0.5097,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10098966,cooked udon noodles,0.0,0.098425396411944,0.0,0.2389648913288958,0.5384235643042319,0.29440133558193565,0.6485953255825309,0.0,0.15775108225359366,0.5484420020706507,0.1697,0.0687,0.7615999999999999,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15167,oysters,0.06387506016707113,0.003989277871604803,0.01008090345267047,0.007740263102445277,0.046285775470993114,0.002567314600864524,0.065011549947717,0.0,0.0,0.0038550969082475407,0.46509999999999996,0.3134,0.22149999999999997,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15243,crawfish,0.07153020157545256,0.003989277871604803,0.002557534440051955,0.030240761866058258,0.08719941214357792,0.0,0.08856307473555507,0.0,0.0,0.0,0.8569,0.1431,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15157,clams,0.08490992981636837,0.003989277871604803,0.007597501616276932,0.04039744077017696,0.12057320728109228,0.0,0.08477446990979803,0.0,0.0,0.013171517225794056,0.7195,0.1057,0.1748,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10015157,littleneck clams,0.08490992981636837,0.003989277871604803,0.007597501616276932,0.04039744077017696,0.12057320728109228,0.0,0.08477446990979803,0.0,0.0,0.013171517225794056,0.7195,0.1057,0.1748,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10044,bone in pork rib roast,0.4695064906084306,0.47597838060516595,0.10592458086273918,0.464337750372456,0.623036031745167,0.0,0.44940182147445473,0.30786258470596334,0.0,0.0,0.4495,0.5505,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5195,turkey wings,0.39169985089738396,0.501594038580064,0.19434610090395862,0.468364888006074,0.6336838389342881,0.0,0.45075654378084745,0.3774406399195762,0.0,0.0,0.4218,0.5782,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15136,crab,0.18425174282191875,0.005954678332813147,0.007597501616276932,0.10675855195208005,0.2064862446514447,0.0,0.43748783942170216,0.0,0.0,0.0,0.9312999999999999,0.0687,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10192,baby back ribs,0.46358917740243283,0.5007570953347892,0.10592458086273918,0.41707598603724083,0.6144604055854839,0.0,0.47018016771190296,0.43746381684391317,0.0,0.0,0.3417,0.6583,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17047,lamb shoulder,0.331516873542734,0.30344649791678385,0.19912819401660684,0.4240184651789152,0.5503352043674746,0.0,0.444011279447307,0.2232222306917946,0.0,0.0,0.6308,0.36920000000000003,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5153,pheasant,0.5575572170049249,0.6976749931834387,0.4047829301639445,0.6881884781569381,0.7830863190373706,0.0,0.5633670927974175,0.6335500103778088,0.0,0.0,0.5206000000000001,0.4794,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5317,duck leg,0.3534615362692295,0.49822519837842427,0.28065714479022413,0.5197194017303378,0.652605450274279,0.0,0.5360168822419445,0.36964620492840866,0.0,0.0,0.5105,0.48950000000000005,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10013149,bone in beef short ribs,0.3543157545257958,0.5197897101371347,0.32852357632728363,0.5029180018661373,0.6528937529145867,0.0,0.5022277470805411,0.501348598470169,0.0,0.0,0.45380000000000004,0.5462,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1005096,bone in skinless chicken thighs,0.26557543145435536,0.2355741544479361,0.09193309479356268,0.3860779724989279,0.511048903986843,0.0,0.4477032453963433,0.12240727869549796,0.0,0.0,0.6756,0.32439999999999997,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5075,chicken leg,0.24471134026416438,0.4255943401666853,0.06940509952502284,0.33876017227563787,0.5614995914280233,0.0,0.42219381935707173,0.3014924883353266,0.0,0.014982470118833042,0.3122,0.6845,0.0033,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10110204,country style pork ribs,0.42439462072125544,0.4541622831368838,0.12240651414372758,0.42908601422597953,0.6020736331948257,0.0,0.4414164297679212,0.27442694046349125,0.0,0.0,0.42100000000000004,0.579,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10204,country style ribs,0.42439462072125544,0.4541622831368838,0.12240651414372758,0.42908601422597953,0.6020736331948257,0.0,0.4414164297679212,0.27442694046349125,0.0,0.0,0.42100000000000004,0.579,0.0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10093795,bone in bison short ribs,0.7026691697761736,0.5770558831295415,0.3355852867192845,0.4907352497034854,0.665682585260037,0.0,0.584272758578285,0.6129597138160662,0.0,0.0,0.3613,0.6386999999999999,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10110088,pork ribs,0.3908117499294635,0.6083721880415704,0.14530265952133173,0.4174190000608675,0.666042003796524,0.0,0.4860389580163234,0.5460624054851144,0.0,0.0,0.2271,0.7729,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10088,spare ribs,0.3908117499294635,0.6083721880415704,0.14530265952133173,0.4174190000608675,0.666042003796524,0.0,0.4860389580163234,0.5460624054851144,0.0,0.0,0.2271,0.7729,0.0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,bone in pork chops,0.4668456656893624,0.48596978108083677,0.13789493959526988,0.5061496880406745,0.6431925049714277,0.0,0.4762446207511902,0.40595341257687195,0.0,0.0,0.5047999999999999,0.49520000000000003,0.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35028,cockles,0.04618409077796725,0.0020045135473184305,0.044711234278956555,0.023545932030322243,0.08168082529669951,0.0,0.0,0.0,0.0,0.011343559831529761,0.6827,0.0796,0.2377,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,pigeon,0.4090337442877205,0.679870797565834,0.42375487579751775,0.49673584645771257,0.7163422878086237,0.0,0.4801110119043059,0.6600611508309754,0.0,0.0,0.2565,0.7434999999999999,0.0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17029,rack of lamb,0.4024825707135404,0.6989959943063093,0.209573291778224,0.4202489702886636,0.7121069242259497,0.0,0.45370862260796346,0.7402496523364143,0.0,0.0,0.158,0.8420000000000001,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005006,chicken pieces,0.31438254335255944,0.4780542504425671,0.11757194984777253,0.4071575112681497,0.6043058975172102,0.0,0.4408455817644815,0.36602897968127673,0.0,0.0,0.3544,0.6456000000000001,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15164,mussels,0.2856958630480695,0.08033422673047276,0.16088501155551468,0.20365243843200354,0.365542634318244,0.0,0.4777707203400285,0.023721865588587045,0.0,0.11550651600920292,0.5768,0.2443,0.1789,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1005062,bone in chicken breast,0.30062157270185724,0.29477565322113847,0.0990240297552978,0.5295942825241955,0.6103028778947915,0.0,0.5758277907865348,0.15087967010076395,0.0,0.0,0.7846,0.21539999999999998,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1035062,bone in chicken breast halves,0.30062157270185724,0.29477565322113847,0.0990240297552978,0.5295942825241955,0.6103028778947915,0.0,0.5758277907865348,0.15087967010076395,0.0,0.0,0.7846,0.21539999999999998,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1005057,bone in skin on chicken breast,0.4075470976548069,0.5142192552473398,0.17165224409565424,0.5268677892231907,0.6603265994246683,0.0,0.5062703209131223,0.40783665969596683,0.0,0.0,0.5005,0.49950000000000006,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1005100,chicken drumettes,0.20746803006662878,0.32301205245988235,0.05529009737824593,0.2718836284134911,0.49263780383772887,0.0,0.33939705651255087,0.20553846180086047,0.0,0.0,0.3378,0.6622,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,chicken wings,0.20746803006662878,0.32301205245988235,0.05529009737824593,0.2718836284134911,0.49263780383772887,0.0,0.33939705651255087,0.20553846180086047,0.0,0.0,0.3378,0.6622,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23074,country style beef ribs,0.42160890593436745,0.42412745055879775,0.3084270567959779,0.49562352692022393,0.6148299890358077,0.0,0.512347145871724,0.39764042440123637,0.0,0.0,0.5727,0.42729999999999996,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5080,skinless chicken leg,0.19812618212211786,0.15420498898454643,0.04899516828819712,0.29047388112446615,0.43068876752464946,0.0,0.38016822873327893,0.07009456902330335,0.0,0.0,0.6686,0.33140000000000003,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13833,prime rib,0.4096243071924508,0.7930983392563906,0.3362809030857753,0.5207350130731835,0.7749573904977823,0.0,0.5110977817949359,0.8507364630006454,0.0,0.0,0.1848,0.8151999999999999,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5071,skinless chicken drumsticks,0.20208946321302654,0.1485031381018051,0.044711234278956555,0.29324612508327674,0.4301452563692918,0.0,0.4015072668325515,0.06579343651171907,0.0,0.0,0.6867,0.31329999999999997,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5193,turkey drumsticks,0.47994829598592,0.4690310732090648,0.3122691326771676,0.5281800823577445,0.6476587316591722,0.0,0.532952951407986,0.37036398077244453,0.0,0.0,0.5638000000000001,0.4362,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11492,spaghetti squash,0.397027794440614,0.0559294545466902,0.0425421911068894,0.04878057937580642,0.35759156877031695,0.24353998192279902,0.27214925177484084,0.018624185085104758,0.11712749679123748,0.3101789827159051,0.0725,0.1452,0.7823,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1005091,bone in skin on chicken thighs,0.38008276306584876,0.6484488097227196,0.17427502287938335,0.50725567845823,0.7045328305268626,0.0,0.542897882382716,0.5535327928591023,0.0,0.059859901295040194,0.3015,0.6939,0.0046,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5066,chicken drumsticks,0.2362300755985528,0.3052253346347935,0.05529009737824593,0.3242387308897832,0.504227636412382,0.0,0.4262757564964397,0.18241605090593446,0.0,0.007635332814936508,0.4557,0.5415,0.0028000000000000004,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005091,bone in skin on chicken thighs,0.341272486863075,0.5939037997217229,0.14088369525391023,0.464337750372456,0.6699529914803716,0.0,0.5106104894680404,0.4871823634952378,0.0,0.046530861801378026,0.3015,0.6939,0.0046,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99201,bone in skin on turkey breast,0.0,0.4666610229387437,0.0,0.5738332998178306,0.6639661416580491,0.0,0.6681033310961202,0.3836577220618686,0.0,0.1799310556317067,0.6212,0.3527,0.026099999999999998,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10194,boneless pork rib roast,0.2825241087788445,0.56583825640234,0.1496469334821455,0.49838983805949294,0.6681351142737528,0.0,0.44451847698449654,0.5114071253923647,0.0,0.0,0.387,0.613,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17305,lamb chop,0.4112850680838606,0.4573083952213923,0.3404155245284482,0.5485236966835091,0.6540809623184511,0.0,0.4956373164351124,0.4146337181281323,0.0,0.0,0.6115999999999999,0.3884,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,colby jack,0.7902984364549576,0.4636587028478916,0.04899516828819712,0.3230009306640001,0.5763649622016844,0.036060396443067896,0.5907021650322776,0.5219388950319115,0.0,0.1055775410786895,0.2414,0.7325,0.026099999999999998,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1033,parmesan,0.7183266476083341,0.2569243223062366,0.019781303370956217,0.2414083003967983,0.4517892101319751,0.01985694822837062,0.5845084233897688,0.26722328390685557,0.0,0.054048244881016505,0.3682,0.5986,0.0332,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1038,pecorino romano,0.7024176492508567,0.2630209951330627,0.019781303370956217,0.22691018886787118,0.450258427625084,0.017456810096548737,0.5515198312911584,0.27442694046349125,0.0,0.059859901295040194,0.3311,0.6311,0.0378,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1040,swiss cheese,0.8294415460938089,0.4573083952213923,0.01008090345267047,0.3406243996512671,0.5760569370415555,0.0,0.456152027891345,0.49776200857445857,0.0,0.0655030799554468,0.275,0.7104,0.0146,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1053,cream,0.45584884177926044,0.49771497788775965,0.007597501616276932,0.0975954638494053,0.5668640888391704,0.16287631775417674,0.25395336189335904,0.5689388636374082,0.0,0.11976189925629573,0.0327,0.9346,0.0327,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1067,soy creamer,0.12833287350554823,0.18458855413227507,0.0,0.02217238298145119,0.37467698935224963,0.25722569675703516,0.2762814621951867,0.07009456902330335,0.0,0.19408200450218535,0.0287,0.644,0.3273,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1103,1 percent chocolate milk,0.8367069074606728,0.34561058325725036,0.11757194984777253,0.3334206900720675,0.6374284934161868,0.819117686767257,0.583217071887331,0.36964620492840866,0.18769334994225537,0.6623910059862147,0.15439999999999998,0.2208,0.6248,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,low fat plain yogurt,0.8439098312716046,0.24234111568599542,0.02912888224477359,0.3464468485090977,0.5576172744399174,0.6314999129465972,0.5362993062286143,0.2522244911350085,0.0,0.47647949055182814,0.3328,0.221,0.4462,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1118,fat free yogurt,0.8564555247874115,0.04815042053386934,0.03367820614907976,0.3588149733785327,0.5433714598925328,0.6520832867570653,0.5471613839764338,0.043217932117254186,0.0,0.492010063503592,0.41479999999999995,0.029300000000000003,0.5559000000000001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1186,block style cream cheese,0.700871359483031,0.05285379252388137,0.014976862730533554,0.276392462596463,0.42578325427080915,0.2504735696741422,0.6157946107179165,0.04788358415534744,0.0,0.23242808886189037,0.613,0.08789999999999999,0.2991,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,bay leaves,0.3355919916140512,0.015503951762969011,0.09193309479356268,0.012209401570428905,0.17346656774682237,0.0,0.023806798626464277,0.005451007435924976,0.04400222572748641,0.10894378112608097,0.0751,0.1855,0.7394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,yellow mustard seeds,0.4251937930159992,0.23242147743828576,0.11264470457503961,0.14912644019121318,0.42188314001231164,0.08865060647772507,0.06631100803456699,0.031195633643584866,0.10435888687416245,0.19263995322579644,0.19219999999999998,0.6008,0.207,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2031,ground cayenne pepper,0.25440500281497275,0.08435001318154567,0.053208870699067566,0.04878057937580642,0.28805688000784585,0.06967050867218307,0.07381372135619946,0.026235735847684682,0.11401472320366554,0.19336231409970692,0.1117,0.3615,0.5268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,white pepper,0.3291855684915452,0.011738385129653675,0.09193309479356268,0.04283816466718623,0.2801478341561863,0.0,0.016072737569918383,0.005451007435924976,0.11085021140439659,0.21772857814193425,0.1241,0.056900000000000006,0.8190000000000001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,rosemary,0.5517982979193652,0.07623675769118847,0.16225584195442141,0.02217238298145119,0.2925007867140609,0.0,0.10537418284893112,0.05473705551530901,0.15691784791045582,0.20861164653881242,0.0473,0.3319,0.6208,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,tarragon,0.5347397690174632,0.04005889312953623,0.17427502287938335,0.08230348319805188,0.27977588883439614,0.0,0.12084534546164183,0.016039500552954236,0.037859959400308625,0.17915699484190237,0.255,0.1825,0.5625,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,fresh basil,0.4398631749230144,0.011738385129653675,0.07135971039349502,0.04283816466718623,0.14602618059308775,0.007626554905420296,0.038694582136384666,0.0,0.02825824038895707,0.04499191282146699,0.4351,0.1989,0.366,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2045,dill,0.36552784647956554,0.011738385129653675,0.07329956934125055,0.024907690813190844,0.14033641397617702,0.0,0.16085358419308401,0.0,0.018146461929300514,0.05842317128946722,0.2662,0.1938,0.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,table salt,0.11842601058025948,0.0,0.005089871086785764,0.0,0.0,0.0,0.8705419345068247,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,distilled white vinegar,0.09640622173875678,0.0,0.0,0.0,0.16001947332689112,0.002567314600864524,0.030172104786518487,0.0,0.0,0.0019370909291156852,0.0,0.0,0.024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,mint,0.3869776170331206,0.009828873682363843,0.05735460719679367,0.027596635256239867,0.18396058652673264,0.0,0.10765150116833486,0.002738996531081342,0.06406220872365173,0.10782815611216968,0.1807,0.10189999999999999,0.7173999999999999,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4114,salad dressing,0.23870255346301142,0.401287350789343,0.019781303370956217,0.017978907352806325,0.5247571946460261,0.3727160863019518,0.6555172004170148,0.17376821258047834,0.0,0.29835209013192276,0.0068000000000000005,0.7914,0.2018,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4615,shortening,0.019680397660166233,0.545541992023256,0.002557534440051955,0.0,0.5903059810055444,0.0,0.05113923278923473,0.41402269261593566,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4628,vegan buttery stick,0.05266853538981018,0.5055636635616111,0.005089871086785764,0.003141566502211667,0.5649251223122734,0.0,0.5207072641561157,0.31408859538799755,0.0,0.018554607628203653,0.0009,0.9953,0.0038,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4673,soy buttery spread,0.0,0.46486500555044286,0.0,0.003141566502211667,0.5398979790721574,0.0,0.5193072369180548,0.3319638216728721,0.0,0.0038550969082475407,0.001,0.9981,0.0009,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4679,vegetable oil cooking spray,0.0,0.321384149060988,0.0,0.0015785595328689866,0.45300018958630794,0.0,0.1579784140113814,0.12591391057825857,0.0,0.13783759881480365,0.0013,0.8942,0.1045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5062,chicken breast,0.31233136805550815,0.3087365686097291,0.10762115527691646,0.5433417821929796,0.6211917789133047,0.0,0.5860672999862228,0.16026467729061364,0.0,0.0,0.7846,0.21539999999999998,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5091,boneless skin on chicken thighs,0.3464470489713776,0.6011659848747607,0.14530265952133173,0.470013151395177,0.6745676074462962,0.0,0.5149104595423624,0.4959510357252608,0.0,0.04805774046897133,0.3015,0.6939,0.0046,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5114,cooked chicken,0.4324545677512784,0.46942338482161294,0.25434186258354446,0.5685475682031645,0.6676464433717209,0.0,0.5362993062286143,0.3471935299597864,0.0,0.0,0.6264,0.3736,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
