id,serving_size_g,name,aisle,image,consistency,category_path,copper_amount,copper_unit,copper_pct_daily,manganese_amount,manganese_unit,manganese_pct_daily,net_carbohydrates_amount,net_carbohydrates_unit,net_carbohydrates_pct_daily,mono_unsaturated_fat_amount,mono_unsaturated_fat_unit,mono_unsaturated_fat_pct_daily,vitamin_c_amount,vitamin_c_unit,vitamin_c_pct_daily,fluoride_amount,fluoride_unit,fluoride_pct_daily,vitamin_k_amount,vitamin_k_unit,vitamin_k_pct_daily,carbohydrates_amount,carbohydrates_unit,carbohydrates_pct_daily,lycopene_amount,lycopene_unit,lycopene_pct_daily,vitamin_b12_amount,vitamin_b12_unit,vitamin_b12_pct_daily,sugar_amount,sugar_unit,sugar_pct_daily,vitamin_b3_amount,vitamin_b3_unit,vitamin_b3_pct_daily,vitamin_b1_amount,vitamin_b1_unit,vitamin_b1_pct_daily,sodium_amount,sodium_unit,sodium_pct_daily,protein_amount,protein_unit,protein_pct_daily,caffeine_amount,caffeine_unit,caffeine_pct_daily,zinc_amount,zinc_unit,zinc_pct_daily,selenium_amount,selenium_unit,selenium_pct_daily,vitamin_e_amount,vitamin_e_unit,vitamin_e_pct_daily,vitamin_b5_amount,vitamin_b5_unit,vitamin_b5_pct_daily,calcium_amount,calcium_unit,calcium_pct_daily,potassium_amount,potassium_unit,potassium_pct_daily,saturated_fat_amount,saturated_fat_unit,saturated_fat_pct_daily,vitamin_b2_amount,vitamin_b2_unit,vitamin_b2_pct_daily,cholesterol_amount,cholesterol_unit,cholesterol_pct_daily,fat_amount,fat_unit,fat_pct_daily,phosphorus_amount,phosphorus_unit,phosphorus_pct_daily,vitamin_a_amount,vitamin_a_unit,vitamin_a_pct_daily,vitamin_d_amount,vitamin_d_unit,vitamin_d_pct_daily,choline_amount,choline_unit,choline_pct_daily,poly_unsaturated_fat_amount,poly_unsaturated_fat_unit,poly_unsaturated_fat_pct_daily,vitamin_b6_amount,vitamin_b6_unit,vitamin_b6_pct_daily,calories_amount,calories_unit,calories_pct_daily,alcohol_amount,alcohol_unit,alcohol_pct_daily,folate_amount,folate_unit,folate_pct_daily,fiber_amount,fiber_unit,fiber_pct_daily,iron_amount,iron_unit,iron_pct_daily,folic_acid_amount,folic_acid_unit,folic_acid_pct_daily,magnesium_amount,magnesium_unit,magnesium_pct_daily,pct_protein,pct_fat,pct_carbs,weight_per_serving_amount,weight_per_serving_unit,prop_glycemic_index,prop_glycemic_load,prop_inflammation_score,prop_nutrition_score,flavonoid_cyanidin_mg,flavonoid_petunidin_mg,flavonoid_delphinidin_mg,flavonoid_malvidin_mg,flavonoid_pelargonidin_mg,flavonoid_peonidin_mg,flavonoid_catechin_mg,flavonoid_epigallocatechin_mg,flavonoid_epicatechin_mg,flavonoid_epicatechin_3-gallate_mg,flavonoid_epigallocatechin_3-gallate_mg,flavonoid_theaflavin_mg,flavonoid_thearubigins_mg,flavonoid_eriodictyol_mg,flavonoid_hesperetin_mg,flavonoid_naringenin_mg,flavonoid_apigenin_mg,flavonoid_luteolin_mg,flavonoid_isorhamnetin_mg,flavonoid_kaempferol_mg,flavonoid_myricetin_mg,flavonoid_quercetin_mg,"flavonoid_theaflavin-3,3'-digallate_mg",flavonoid_theaflavin-3'-gallate_mg,flavonoid_theaflavin-3-gallate_mg,flavonoid_gallocatechin_mg,estimated_cost_value,estimated_cost_unit,trans_fat_amount,trans_fat_unit,trans_fat_pct_daily,sugar_alcohol_amount,sugar_alcohol_unit,sugar_alcohol_pct_daily,flavor,texture,color_name,hex_code,allergens,diet
23618,170,rump roast,Meat,beef-roast.png,solid,beef roast|beef|red meat|meat,0.17,mg,8.33,0.02,mg,1.19,0.0,g,0.0,3.55,g,0.0,0.0,mg,0.0,,,,2.04,µg,1.94,0.0,g,0.0,0.0,µg,0.0,3.14,µg,52.42,0.0,g,0.0,11.49,mg,57.43,0.16,mg,10.54,95.2,mg,4.14,37.77,g,75.55,0.0,mg,0.0,7.07,mg,47.15,47.09,µg,67.27,0.51,mg,3.4,0.74,mg,7.41,32.3,mg,3.23,579.7,mg,16.56,2.89,g,18.05,0.27,mg,16.0,105.4,mg,35.13,8.43,g,12.97,365.5,mg,36.55,0.0,IU,0.0,,,,157.76,mg,0.0,0.36,g,0.0,1.11,mg,55.51,238.0,kcal,11.9,0.0,g,100.0,22.1,µg,5.53,0.0,g,0.0,3.5,mg,19.46,0.0,µg,0.0,40.8,mg,10.2,66.57,33.43,0.0,170,g,0.0,0.0,0.0,18.26608664056529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.07,USD,,,,,,,savory; mild,tender; juicy,Red,#800000,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
13227,300,beef shank,Meat,sliced-beef-shank.png,solid,beef|red meat|meat,0.13,mg,6.39,0.03,mg,1.26,0.0,g,0.0,3.17,g,0.0,0.0,mg,0.0,,,,,,,0.0,g,0.0,,,,5.99,µg,99.9,,,,10.33,mg,51.66,0.18,mg,12.0,113.4,mg,4.93,39.15,g,78.3,,,,12.49,mg,83.28,31.86,µg,45.51,,,,0.63,mg,6.3,36.0,mg,3.6,696.6,mg,19.9,2.3,g,14.4,0.4,mg,23.29,70.2,mg,23.4,6.93,g,10.66,367.2,mg,36.72,0.0,IU,0.0,,,,,,,0.27,g,0.0,0.85,mg,42.3,230.4,kcal,11.52,,,,14.4,µg,3.6,0.0,g,0.0,4.18,mg,23.2,0.0,µg,0.0,25.2,mg,6.3,71.52,28.48,0.0,180,g,0.0,0.0,0.0,20.226521751155023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.6,USD,,,,,,,savory; earthy,tender; hearty,Red,#800000,"dairy,egg,gluten,grain,wheat",
10013149,225,bone in beef short ribs,Meat,beef-short-ribs.jpg,solid,beef short ribs|beef ribs|beef|red meat|meat,0.11,mg,5.67,0.02,mg,1.15,0.0,g,0.0,7.19,g,0.0,0.0,mg,0.0,,,,,,,0.0,g,0.0,,,,5.57,µg,92.8,,,,5.6,mg,28.02,0.15,mg,10.29,106.76,mg,4.64,31.29,g,62.58,,,,7.85,mg,52.34,23.65,µg,33.79,,,,0.53,mg,5.26,13.14,mg,1.31,586.37,mg,16.75,7.11,g,44.45,0.25,mg,14.88,96.91,mg,32.3,16.74,g,25.75,312.08,mg,31.21,0.0,IU,0.0,,,,,,,0.62,g,0.0,0.64,mg,32.03,284.15,kcal,14.21,,,,9.85,µg,2.46,0.0,g,0.0,3.55,mg,19.71,0.0,µg,0.0,36.13,mg,9.03,45.38,54.62,0.0,164,g,0.0,0.0,0.0,15.508695721626282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.89,USD,,,,,,,savory; earthy,tender; juicy; hearty,Red,#800000,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
13943,170,beef shoulder roast,Meat,beef-shoulder-roast.png,solid,beef roast|beef|red meat|meat,0.18,mg,9.09,0.02,mg,1.11,0.0,g,0.0,5.72,g,0.0,0.0,mg,0.0,,,,2.72,µg,2.59,0.0,g,0.0,0.0,µg,0.0,5.61,µg,93.5,0.0,g,0.0,9.54,mg,47.71,0.14,mg,9.07,115.6,mg,5.03,48.52,g,97.04,0.0,mg,0.0,13.65,mg,91.01,55.42,µg,79.17,0.2,mg,1.36,1.26,mg,12.58,20.4,mg,2.04,632.4,mg,18.07,4.57,g,28.55,0.37,mg,21.8,137.7,mg,45.9,10.63,g,16.35,423.3,mg,42.33,6.8,IU,0.14,0.17,µg,1.13,146.2,mg,0.0,0.72,g,0.0,1.16,mg,57.88,302.6,kcal,15.13,0.0,g,100.0,11.9,µg,2.97,0.0,g,0.0,5.01,mg,27.86,0.0,µg,0.0,44.2,mg,11.05,66.99,33.01,0.0,170,g,0.0,0.0,0.0,23.15043485747731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.07,USD,0.51,g,5066.0,,,,savory; mild,tender; juicy; hearty,Reddish Brown,#A52A2A,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
23653,170,beef sirloin tip roast,Meat,beef-roast.png,solid,beef roast|beef|red meat|meat,0.16,mg,8.24,0.02,mg,1.11,0.0,g,0.0,2.32,g,0.0,0.0,mg,0.0,,,,1.87,µg,1.78,0.0,g,0.0,0.0,µg,0.0,2.13,µg,35.42,0.0,g,0.0,10.81,mg,54.05,0.15,mg,9.97,98.6,mg,4.29,36.35,g,72.69,0.0,mg,0.0,7.02,mg,46.81,48.96,µg,69.94,0.46,mg,3.06,1.07,mg,10.68,34.0,mg,3.4,572.9,mg,16.37,1.95,g,12.19,0.23,mg,13.6,93.5,mg,31.17,5.7,g,8.76,345.1,mg,34.51,0.0,IU,0.0,,,,151.81,mg,0.0,0.29,g,0.0,1.07,mg,53.38,207.4,kcal,10.37,0.0,g,100.0,20.4,µg,5.1,0.0,g,0.0,3.03,mg,16.81,0.0,µg,0.0,39.1,mg,9.77,73.93,26.07,0.0,170,g,0.0,0.0,0.0,17.13043487071991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.84,USD,,,,,,,savory; mild,tender; juicy,Reddish Brown,#A52A2A,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
10511111,225,beef soup bone,Meat,beef-soup-bone.jpg,solid,beef bone|bone,0.0,mg,0.0,0.0,mg,0.0,0.0,g,0.0,0.0,g,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,µg,0.0,0.0,g,0.0,,,,0.0,µg,0.0,0.0,g,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,g,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,µg,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,g,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,g,0.0,0.0,mg,0.0,0.0,IU,0.0,0.0,µg,0.0,,,,0.0,g,0.0,0.0,mg,0.0,0.0,kcal,0.0,0.0,g,100.0,0.0,µg,0.0,0.0,g,0.0,0.0,mg,0.0,,,,0.0,mg,0.0,0.0,0.0,0.0,225,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,USD,0.0,g,0.0,,,,savory; mild,hearty,Reddish Brown,#A52A2A,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
10023618,113,beef cubes,Meat,beef-cubes-raw.png,solid,beef|red meat|meat,0.11,mg,5.54,0.02,mg,0.79,0.0,g,0.0,2.36,g,0.0,0.0,mg,0.0,,,,1.36,µg,1.29,0.0,g,0.0,0.0,µg,0.0,2.09,µg,34.84,0.0,g,0.0,7.64,mg,38.18,0.11,mg,7.01,63.28,mg,2.75,25.11,g,50.22,0.0,mg,0.0,4.7,mg,31.34,31.3,µg,44.72,0.34,mg,2.26,0.49,mg,4.93,21.47,mg,2.15,385.33,mg,11.01,1.92,g,12.0,0.18,mg,10.64,70.06,mg,23.35,5.6,g,8.62,242.95,mg,24.3,0.0,IU,0.0,,,,104.86,mg,0.0,0.24,g,0.0,0.74,mg,36.89,158.2,kcal,7.91,0.0,g,100.0,14.69,µg,3.67,0.0,g,0.0,2.33,mg,12.93,0.0,µg,0.0,27.12,mg,6.78,66.57,33.43,0.0,113,g,0.0,0.0,0.0,12.14217398736788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.64,USD,,,,,,,savory,tender; hearty,Red,#800000,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
6170,240,beef stock,Canned and Jarred,beef-broth.png,liquid,stock,0.12,mg,6.0,,,,2.88,g,1.05,0.1,g,0.0,0.0,mg,0.0,,,,0.24,µg,0.23,2.88,g,0.96,0.0,µg,0.0,0.0,µg,0.0,1.3,g,1.44,2.09,mg,10.46,0.08,mg,5.28,475.2,mg,20.66,4.73,g,9.46,0.0,mg,0.0,0.41,mg,2.72,2.88,µg,4.11,0.02,mg,0.16,,,,19.2,mg,1.92,444.0,mg,12.69,0.08,g,0.52,0.22,mg,12.85,0.0,mg,0.0,0.22,g,0.33,74.4,mg,7.44,0.0,IU,0.0,0.0,µg,0.0,11.52,mg,0.0,0.01,g,0.0,0.13,mg,6.6,31.2,kcal,1.56,0.0,g,100.0,4.8,µg,1.2,0.0,g,0.0,0.65,mg,3.6,0.0,µg,0.0,16.8,mg,4.2,58.41,6.0,35.59,240,g,0.0,0.0,0.0,3.4547826110020927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14,USD,,,,,,,savory; mild,watery; silky,Brown,#A52A2A,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
6075,6,beef stock powder,Canned and Jarred,stock-powder.png,solid,stock powder,0.0,mg,0.0,0.03,mg,1.38,1.04,g,0.38,0.22,g,0.0,0.0,mg,0.0,,,,0.19,µg,0.18,1.04,g,0.35,0.0,µg,0.0,0.06,µg,1.0,1.0,g,1.11,0.27,mg,1.34,0.0,mg,0.28,1560.0,mg,67.83,0.96,g,1.92,0.0,mg,0.0,0.0,mg,0.0,1.66,µg,2.37,0.13,mg,0.87,0.02,mg,0.18,3.6,mg,0.36,26.76,mg,0.76,0.26,g,1.62,0.01,mg,0.86,0.6,mg,0.2,0.53,g,0.82,19.2,mg,1.92,0.0,IU,0.0,0.0,µg,0.0,6.8,mg,0.0,0.02,g,0.0,0.01,mg,0.6,12.78,kcal,0.64,0.0,g,100.0,1.92,µg,0.48,0.0,g,0.0,0.06,mg,0.33,0.0,µg,0.0,3.06,mg,0.76,29.92,37.48,32.6,6,g,0.0,0.0,0.0,0.5943478229253188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,USD,,,,,,,savory; salty; mild,powdery; smooth,Brown,#A52A2A,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
13923,170,beef strip loin,Meat,strip-steak.jpg,solid,beef|red meat|meat,0.12,mg,5.78,0.02,mg,0.76,0.0,g,0.0,13.44,g,0.0,0.0,mg,0.0,,,,2.72,µg,2.59,0.0,g,0.0,0.0,µg,0.0,1.56,µg,26.07,0.0,g,0.0,8.8,mg,44.0,0.12,mg,7.82,85.0,mg,3.7,32.93,g,65.86,0.0,mg,0.0,5.64,mg,37.63,38.42,µg,54.89,0.7,mg,4.65,0.93,mg,9.33,37.4,mg,3.74,510.0,mg,14.57,12.67,g,79.17,0.18,mg,10.5,146.2,mg,48.73,31.38,g,48.28,309.4,mg,30.94,0.0,IU,0.0,,,,137.53,mg,0.0,1.19,g,0.0,0.91,mg,45.47,423.3,kcal,21.17,0.0,g,100.0,17.0,µg,4.25,0.0,g,0.0,2.41,mg,13.41,0.0,µg,0.0,34.0,mg,8.5,31.8,68.2,0.0,170,g,0.0,0.0,0.0,14.126087033230323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.84,USD,,,,,,,savory; mild,tender; juicy,Reddish Brown,#A52A2A,,"gluten_free,ketogenic,low_fodmap,paleo,primal,whole30"
23372,170,beef tenderloin,Meat,beef-tenderloin.png,solid,beef|red meat|meat,,,,,,,0.0,g,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,170,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.73,USD,,,,,,,savory; mild,tender; juicy,Reddish Brown,#A52A2A,,"gluten_free,lacto_vegetarian,ovo_vegetarian,paleo,pescetarian,primal,vegan,vegetarian,whole30"
10011529,123,beefsteak tomato,Produce,beefsteak-tomato.jpg,solid,tomato|vegetable,0.07,mg,3.63,0.14,mg,7.01,3.31,g,1.2,0.04,g,0.0,16.85,mg,20.43,2.83,mg,0.0,9.72,µg,9.25,4.78,g,1.59,3161.1,µg,0.0,0.0,µg,0.0,3.23,g,3.59,0.73,mg,3.65,0.05,mg,3.03,6.15,mg,0.27,1.08,g,2.16,0.0,mg,0.0,0.21,mg,1.39,0.0,µg,0.0,0.66,mg,4.43,0.11,mg,1.09,12.3,mg,1.23,291.51,mg,8.33,0.03,g,0.22,0.02,mg,1.37,0.0,mg,0.0,0.25,g,0.38,29.52,mg,2.95,1024.59,IU,20.49,0.0,µg,0.0,8.24,mg,0.0,0.1,g,0.0,0.1,mg,4.92,22.14,kcal,1.11,0.0,g,100.0,18.45,µg,4.61,1.48,g,5.9,0.33,mg,1.84,0.0,µg,0.0,13.53,mg,3.38,16.86,8.62,74.52,123,g,38.0,1.26,0.0,4.736086990522302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.11,0.16,0.71,0.0,0.0,0.0,0.0,68.06,USD,,,,,,,sweet; tart; mild,juicy; tender,Red,#FF0000,,"gluten_free,ketogenic,lacto_vegetarian,low_fodmap,ovo_vegetarian,paleo,pescetarian,primal,vegan,vegetarian,whole30"
14003,355,beer,Alcoholic Beverages,beer.jpg,liquid,alcoholic drink|drink,0.02,mg,0.89,0.03,mg,1.42,12.6,g,4.58,0.0,g,0.0,0.0,mg,0.0,156.91,mg,0.0,0.0,µg,0.0,12.6,g,4.2,0.0,µg,0.0,0.07,µg,1.18,0.0,g,0.0,1.82,mg,9.11,0.02,mg,1.18,14.2,mg,0.62,1.63,g,3.27,0.0,mg,0.0,0.04,mg,0.24,2.13,µg,3.04,0.0,mg,0.0,0.15,mg,1.46,14.2,mg,1.42,95.85,mg,2.74,0.0,g,0.0,0.09,mg,5.22,0.0,mg,0.0,0.0,g,0.0,49.7,mg,4.97,0.0,IU,0.0,0.0,µg,0.0,35.85,mg,0.0,0.0,g,0.0,0.16,mg,8.16,152.65,kcal,7.63,13.85,g,100.0,21.3,µg,5.32,0.0,g,0.0,0.07,mg,0.39,0.0,µg,0.0,21.3,mg,5.32,11.47,0.0,88.53,355,g,40.5,5.1,0.0,2.263478226635767,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.07,0.07,0.0,0.0,0.0,0.28,191.7,USD,,,,,,,bitter; mild,fizzy; watery,Yellow,#FFFF00,"gluten,grain","lacto_vegetarian,ovo_vegetarian,pescetarian,vegan,vegetarian"
11080,85,red beet,Produce,beets.jpg,solid,beet|root vegetable|vegetable,0.06,mg,3.19,0.28,mg,13.98,5.75,g,2.09,0.03,g,0.0,4.16,mg,5.05,,,,0.17,µg,0.16,8.13,g,2.71,0.0,µg,0.0,0.0,µg,0.0,5.75,g,6.38,0.28,mg,1.42,0.03,mg,1.76,66.3,mg,2.88,1.37,g,2.74,0.0,mg,0.0,0.3,mg,1.98,0.6,µg,0.85,0.03,mg,0.23,0.13,mg,1.32,13.6,mg,1.36,276.25,mg,7.89,0.02,g,0.14,0.03,mg,2.0,0.0,mg,0.0,0.14,g,0.22,34.0,mg,3.4,28.05,IU,0.56,0.0,µg,0.0,5.1,mg,0.0,0.05,g,0.0,0.06,mg,2.85,36.55,kcal,1.83,0.0,g,100.0,92.65,µg,23.16,2.38,g,9.52,0.68,mg,3.78,0.0,µg,0.0,19.55,mg,4.89,13.94,3.31,82.75,85,g,64.0,3.68,0.0,3.884782602605613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,47.22,USD,,,,,,,earthy; sweet,tender; juicy,Red,#FF0000,"gluten,soy,wheat",
11086,85,beet greens,Produce,beet-leaves.jpg,solid,greens|vegetable,0.16,mg,8.12,0.33,mg,16.62,0.54,g,0.19,0.02,g,0.0,25.5,mg,30.91,,,,340.0,µg,323.81,3.68,g,1.23,0.0,µg,0.0,0.0,µg,0.0,0.43,g,0.47,0.34,mg,1.7,0.09,mg,5.67,192.1,mg,8.35,1.87,g,3.74,0.0,mg,0.0,0.32,mg,2.15,0.76,µg,1.09,1.27,mg,8.5,0.21,mg,2.13,99.45,mg,9.94,647.7,mg,18.51,0.02,g,0.11,0.19,mg,11.0,0.0,mg,0.0,0.11,g,0.17,34.85,mg,3.48,5377.1,IU,107.54,0.0,µg,0.0,0.34,mg,0.0,0.04,g,0.0,0.09,mg,4.51,18.7,kcal,0.94,0.0,g,100.0,12.75,µg,3.19,3.14,g,12.58,2.18,mg,12.14,0.0,µg,0.0,59.5,mg,14.88,32.25,4.29,63.46,85,g,0.0,0.0,0.0,15.961739192838252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44,USD,,,,,,,earthy; mild,tender; smooth,Green,#008000,,"gluten_free,ketogenic,lacto_vegetarian,low_fodmap,ovo_vegetarian,paleo,pescetarian,primal,vegan,vegetarian,whole30"
93657,10,belacan,Seafood,shrimp-paste.jpg,solid,,0.0,mg,0.0,0.0,mg,0.0,0.0,g,0.0,0.0,g,0.0,0.0,mg,0.0,0.0,mg,0.0,0.0,µg,0.0,0.0,g,0.0,,,,0.0,µg,0.0,0.0,g,0.0,0.0,mg,0.0,0.0,mg,0.0,352.0,mg,15.3,7.6,g,15.2,0.0,mg,0.0,0.0,mg,0.0,0.0,µg,0.0,0.0,mg,0.0,0.0,mg,0.0,40.0,mg,4.0,0.0,mg,0.0,0.0,g,0.0,0.0,mg,0.0,114.0,mg,38.0,0.4,g,0.62,0.0,mg,0.0,0.0,IU,0.0,0.0,µg,0.0,,,,0.0,g,0.0,0.0,mg,0.0,32.0,kcal,1.6,0.0,g,100.0,0.0,µg,0.0,0.0,g,0.0,0.72,mg,4.0,,,,0.0,mg,0.0,89.41,10.59,0.0,10,g,0.0,0.0,0.0,0.3478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,USD,0.0,g,0.0,,,,umami; salty; spicy,sticky; smooth,Brown,#A52A2A,,"gluten_free,ketogenic,lacto_vegetarian,low_fodmap,ovo_vegetarian,paleo,pescetarian,primal,vegan,vegetarian,whole30"
11151,85,belgian endive,Produce,chicory.jpg,solid,endive|greens|vegetable,0.04,mg,2.17,0.09,mg,4.25,0.76,g,0.28,0.0,g,0.0,2.38,mg,2.88,,,,,,,3.4,g,1.13,,,,0.0,µg,0.0,,,,0.14,mg,0.68,0.05,mg,3.51,1.7,mg,0.07,0.76,g,1.53,,,,0.14,mg,0.91,0.17,µg,0.24,,,,0.12,mg,1.23,16.15,mg,1.62,179.35,mg,5.12,0.02,g,0.13,0.02,mg,1.35,0.0,mg,0.0,0.09,g,0.13,22.1,mg,2.21,24.65,IU,0.49,0.0,µg,0.0,,,,0.04,g,0.0,0.04,mg,1.79,14.45,kcal,0.72,,,,31.45,µg,7.86,2.63,g,10.54,0.2,mg,1.13,0.0,µg,0.0,8.5,mg,2.13,17.56,4.39,78.05,85,g,0.0,0.0,0.0,2.178695667697036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.37,USD,,,,,,,bitter; mild,crispy; crunchy,White,#FFFFFF,"seafood,shellfish","gluten_free,ketogenic,low_fodmap,paleo,pescetarian,primal,whole30"
10211821,85,bell pepper,Produce,bell-pepper-orange.png,solid,sweet pepper|peppers|vegetable,0.01,mg,0.72,0.1,mg,4.76,3.34,g,1.21,0.01,g,0.0,108.8,mg,131.88,,,,4.16,µg,3.97,5.13,g,1.71,0.0,µg,0.0,0.0,µg,0.0,3.57,g,3.97,0.83,mg,4.16,0.05,mg,3.06,3.4,mg,0.15,0.84,g,1.68,0.0,mg,0.0,0.21,mg,1.42,0.09,µg,0.12,1.34,mg,8.95,0.27,mg,2.69,5.95,mg,0.6,179.35,mg,5.12,0.05,g,0.31,0.07,mg,4.25,0.0,mg,0.0,0.25,g,0.39,22.1,mg,2.21,2661.35,IU,53.23,0.0,µg,0.0,4.76,mg,0.0,0.13,g,0.0,0.25,mg,12.37,22.1,kcal,1.11,0.0,g,100.0,39.1,µg,9.77,1.78,g,7.14,0.37,mg,2.03,0.0,µg,0.0,10.2,mg,2.55,12.87,8.77,78.36,85,g,32.0,1.07,0.0,9.961739109586114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.02,0.0,0.2,0.0,0.0,0.0,0.0,42.69,USD,,,,,,,sweet; mild,crispy; juicy,Green,#008000,,"gluten_free,ketogenic,lacto_vegetarian,low_fodmap,ovo_vegetarian,paleo,pescetarian,primal,vegan,vegetarian,whole30"
