id,run_id,user_id,recipe_id,rank_position,title,image,source_url,ready_in_minutes,calories,diets_json,ingredients_json,was_selected,selected_at,feedback_type,feedback_at
29,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,638693,9,"Chinese Potstickers",https://img.spoonacular.com/recipes/638693-556x370.jpg,https://www.foodista.com/recipe/GNBC6TDX/chinese-potstickers,45,135.09,"[""dairy free""]","[""ground pork"", ""water chestnuts"", ""sea salt"", ""sugar"", ""ground pepper"", ""soy sauce"", ""sesame oil"", ""shaoxing huatiao wine"", ""scallions"", ""dumpling wrappers"", ""flour to dust"", ""vegetable oil"", ""water""]",0,,,
30,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,646131,10,"Halloween Cereal Bars",https://img.spoonacular.com/recipes/646131-556x370.jpg,https://www.foodista.com/recipe/YGKWLRHG/halloween-cereal-bars,45,687.89,"[""gluten free""]","[""honey nut cheerios"", ""butter"", ""marshmallows"", ""full sized peanut butter cups"", ""halloween sprinkles"", ""semisweet chocolate chips""]",0,,,
31,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,636756,11,"Cake Batter Chocolates",https://img.spoonacular.com/recipes/636756-556x370.jpg,https://www.foodista.com/recipe/T287CBWD/cake-batter-chocolates,45,227.69,[],"[""condensed milk"", ""powdered sugar"", ""semi-sweet chocolate chips"", ""shortening"", ""sprinkles"", ""vanilla extract"", ""cake mix""]",0,,,
32,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,1095774,12,"Moist and Tender Lemon Cake",https://img.spoonacular.com/recipes/1095774-556x370.jpg,https://www.foodista.com/recipe/NX8V4YNX/moist-and-tender-lemon-cake,35,284.93,[],"[""butter"", ""sugar"", ""vanilla extract"", ""eggs"", ""lemons"", ""flour"", ""baking powder"", ""icing sugar"", ""sprinkles""]",0,,,
33,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,664994,13,"Water Chestnut Dessert",https://img.spoonacular.com/recipes/664994-556x370.jpg,https://www.foodista.com/recipe/62R7WWLB/water-chestnut-dessert,45,315.13,"[""gluten free"", ""dairy free"", ""fodmap friendly""]","[""sago"", ""water chestnuts"", ""water"", ""castor sugar"", ""pandan leaves"", ""coconut milk"", ""whipped cream"", ""salt"", ""egg white""]",0,,,
34,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,635001,14,"Birthday Pancakes",https://img.spoonacular.com/recipes/635001-556x370.jpg,https://www.foodista.com/recipe/SL3J2KBN/birthday-pancakes,45,53.41,[],"[""baking soda"", ""egg whites"", ""pillsbury funfetti cake mixx"", ""greek yogurt"", ""powdered sugar"", ""salt"", ""sprinkles"", ""sugar"", ""vanilla extract"", ""water"", ""pastry flour""]",0,,,
35,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,651925,15,"Mini Banana Splits",https://img.spoonacular.com/recipes/651925-556x370.png,https://www.foodista.com/recipe/FM7PL86Z/mini-banana-splits,45,649.95,"[""gluten free"", ""dairy free""]","[""bananas"", ""semi chocolate"", ""vanilla ice cream"", ""sprinkles"", ""nuts"", ""whipped cream"", ""maraschino cherries""]",0,,,
36,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,632821,16,"Asian Chicken Salad",https://img.spoonacular.com/recipes/632821-556x370.jpg,https://www.foodista.com/recipe/GTBZT3NS/asian-chicken-salad,45,182.82,"[""gluten free"", ""primal""]","[""chicken"", ""slivered almonds"", ""pineapple tidbits"", ""green onions"", ""water chestnuts"", ""cream"", ""ground ginger"", ""salt"", ""pepper""]",0,,,
37,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,647002,17,"Homemade Funfetti Cupcakes",https://img.spoonacular.com/recipes/647002-556x370.jpg,https://www.foodista.com/recipe/DXKHPGLH/homemade-funfetti-cupcakes,45,478.71,[],"[""baking powder"", ""butter"", ""butter"", ""colored sprinkles"", ""eggs"", ""flour"", ""heavy cream"", ""milk"", ""powdered sugar"", ""sugar"", ""vanilla extract"", ""clear vanilla extract""]",0,,,
38,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,650463,18,"Lumpiang Shanghai",https://img.spoonacular.com/recipes/650463-556x370.jpg,https://www.foodista.com/recipe/GRFXFQWP/lumpiang-shanghai,45,228.5,"[""dairy free""]","[""carrots"", ""eggroll wrappers"", ""garlic"", ""green onion"", ""ground pepper"", ""ground pork"", ""salt"", ""shrimp"", ""vegetable oil"", ""water chestnuts""]",0,,,
39,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,647433,19,"Hot Cocaccino",https://img.spoonacular.com/recipes/647433-556x370.jpg,https://www.foodista.com/recipe/S7FZXQFN/hot-cocaccino,45,462.98,"[""gluten free""]","[""cocoa mix"", ""milk"", ""half and half"", ""coffee"", ""marshmallows"", ""chocolate syrup"", ""whipped cream"", ""sprinkles""]",0,,,
40,3547fee7-44a4-41e3-95f8-b855056e3156,TEST-93,636875,20,"Candy Cane Chocolate Ice Cream",https://img.spoonacular.com/recipes/636875-556x370.jpg,https://www.foodista.com/recipe/RYZFZV23/candy-cane-chocolate-ice-cream,45,264.92,"[""gluten free""]","[""chocolate chips"", ""full cream milk"", ""thickened cream"", ""vanilla essence"", ""mint leaves"", ""egg yolks"", ""caster sugar"", ""pink food colouring"", ""candy canes""]",0,,,
41,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,665533,1,"Yeshimbra Injera: Chickpea Flour Injera",https://img.spoonacular.com/recipes/665533-556x370.jpg,http://www.foodista.com/recipe/GKC462F7/yeshimbra-injera-chickpea-flour-injera,45,1276.62,"[""dairy free"", ""lacto ovo vegetarian"", ""vegan""]","[""baking soda and salt"", ""chickpea flour"", ""flour"", ""warm water"", ""rapid rise yeast""]",0,,,
42,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,649454,2,"Leftover Bean Soup",https://img.spoonacular.com/recipes/649454-556x370.jpg,https://www.foodista.com/recipe/SVY6RXF4/leftover-bean-soup,45,130.85,"[""gluten free"", ""lacto ovo vegetarian""]","[""thyme"", ""evaporated skim milk"", ""garlic powder"", ""beans"", ""salt and pepper""]",0,,,
43,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,660525,3,"Soft-Baked Pretzels",https://img.spoonacular.com/recipes/660525-556x370.jpg,https://www.foodista.com/recipe/4TT72H3V/soft-baked-pretzels,45,379.34,"[""lacto ovo vegetarian""]","[""active yeast"", ""baking soda"", ""butter"", ""egg yolk"", ""fleur de sel"", ""flour"", ""kosher salt"", ""sugar"", ""some vegetable oil"", ""water"", ""warm water"", ""pastry flour""]",0,,,
44,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,662315,4,"Sundried Tomato,Olive,Rosemary and Thyme Foccacia Bread",https://img.spoonacular.com/recipes/662315-556x370.jpg,https://www.foodista.com/recipe/J332ZZGL/sundried-tomatooliverosemary-and-thyme-foccacia-bread,45,111.7,"[""dairy free""]","[""pizza base mix"", ""active yeast"", ""sugar"", ""olive oil"", ""olives"", ""sundried tomatoes"", ""sea salt"", ""freash rosemary and thyme"", ""warm water""]",0,,,
45,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,1502523,5,"Instant Pot Chicken Thighs",https://img.spoonacular.com/recipes/1502523-556x370.jpg,https://www.pinkwhen.com/instant-pot-chicken-thighs/,13,270.36,"[""gluten free"", ""dairy free"", ""paleolithic"", ""primal"", ""whole 30""]","[""chicken thighs"", ""oregano"", ""thyme"", ""pepper"", ""garlic powder"", ""onion powder"", ""pepper"", ""olive oil""]",0,,,
46,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,658795,6,"Rosemary Garlic and Butter Bread",https://img.spoonacular.com/recipes/658795-556x370.jpg,https://www.foodista.com/recipe/JX87PXPX/rosemary-garlic-and-butter-bread,45,45246.87,"[""lacto ovo vegetarian""]","[""yeast"", ""butter"", ""warm water"", ""milk"", ""sugar"", ""egg"", ""salt"", ""flour"", ""rosemary sprig"", ""garlic powder"", ""coarse sea salt""]",0,,,
47,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,634297,7,"Barbecued Beer Can Chicken",https://img.spoonacular.com/recipes/634297-556x370.jpg,https://www.foodista.com/recipe/3Q7Z3FRT/barbecued-beer-can-chicken,45,286.54,"[""gluten free"", ""dairy free""]","[""beer"", ""garlic powder"", ""ground pepper"", ""kosher salt"", ""onion"", ""sage"", ""paprika"", ""chicken spices"", ""thyme""]",0,,,
48,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,646713,8,"Herbed Multi-Seed Chickpea Crackers",https://img.spoonacular.com/recipes/646713-556x370.jpg,https://www.foodista.com/recipe/KZRC6TBN/herbed-multi-seed-chickpea-crackers,45,194.81,"[""gluten free"", ""dairy free"", ""lacto ovo vegetarian"", ""vegan""]","[""caraway seeds"", ""chickpea flour"", ""rosemary"", ""thyme"", ""garlic powder"", ""ground flax"", ""olive oil"", ""salt"", ""sesame seeds"", ""tbs water""]",0,,,
49,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,642489,9,"Everything Bagel",https://img.spoonacular.com/recipes/642489-556x370.jpg,https://www.foodista.com/recipe/4Z2PFG4V/everything-bagel,45,356.53,"[""dairy free"", ""lacto ovo vegetarian""]","[""active yeast"", ""egg yolk"", ""flour"", ""garlic powder"", ""granulated sugar"", ""granulated sugar"", ""kosher salt"", ""onion"", ""poppy seed"", ""salt"", ""sesame seed"", ""vegetable oil"", ""warm water"", ""cornmeal""]",0,,,
50,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,982379,10,"Seasoned Grilled Chicken with Avocado Salsa (PALEO)",https://img.spoonacular.com/recipes/982379-556x370.jpg,https://www.pinkwhen.com/seasoned-grilled-chicken-avocado-salsa/,45,17.0,"[""gluten free"", ""dairy free"", ""paleolithic"", ""lacto ovo vegetarian"", ""primal"", ""whole 30"", ""vegan""]","[""cayenne"", ""cumin"", ""dried thyme"", ""garlic powder"", ""ground pepper"", ""onion powder"", ""oregano"", ""paprika"", ""rubbed sage"", ""salt""]",0,,,
51,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,652931,11,"Nan Bread",https://img.spoonacular.com/recipes/652931-556x370.jpg,https://www.foodista.com/recipe/DJYCYJJ6/nan-bread,45,3704.35,"[""lacto ovo vegetarian""]","[""active yeast"", ""warm water"", ""sugar"", ""egg"", ""veg. oil"", ""heavy"", ""milk"", ""bread flour"", ""unbleached"", ""baking powder"", ""baking soda"", ""salt""]",0,,,
52,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,655838,12,"Pesto Rolls",https://img.spoonacular.com/recipes/655838-556x370.jpg,https://www.foodista.com/recipe/P8CM484B/pesto-rolls,45,77.12,"[""gluten free""]","[""active yeast"", ""arugula leaves"", ""baking powder"", ""baking soda"", ""basil leaves"", ""olive oil"", ""parmesan"", ""pepper and parmesan"", ""pine nuts"", ""roasted garlic"", ""salt"", ""sugar"", ""warm water""]",0,,,
53,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,661445,13,"Sprouted Rye Sourdough Bread",https://img.spoonacular.com/recipes/661445-556x370.jpg,http://www.foodista.com/recipe/GW3ZM8SP/sprouted-rye-sourdough-bread,45,1308.02,"[""lacto ovo vegetarian""]","[""active yeast"", ""baking soda"", ""butter"", ""honey"", ""kefir milk"", ""salt"", ""sprouted rye sourdough starter"", ""sprouted spelt flour"", ""sucanat"", ""add in yeast mix and whisk thoroughly"", ""sprinkle over batter and gently fold in"", ""let cool to and mix in until dissolved"", ""let cool to and mix in until dissolved""]",0,,,
54,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,647675,14,Hushpuppies,https://img.spoonacular.com/recipes/647675-556x370.jpg,https://www.foodista.com/recipe/B5H8KJC4/hushpuppies,45,164.35,"[""dairy free"", ""lacto ovo vegetarian""]","[""baking powder"", ""baking soda"", ""canola oil"", ""cornmeal"", ""egg"", ""flour"", ""garlic powder"", ""green onions"", ""milk"", ""parsley"", ""bell pepper"", ""sugar""]",0,,,
55,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,657058,15,"Powdered Buttermilk Beignets With Raspberry and Chocolate Dipping Sauce",https://img.spoonacular.com/recipes/657058-556x370.jpg,https://www.foodista.com/recipe/F8B6XBB4/powdered-buttermilk-beignets-with-raspberry-and-chocolate-dipping-sauce,45,132.18,[],"[""active yeast"", ""baking soda"", ""bread flour"", ""buttermilk"", ""canola oil"", ""golden syrup"", ""half-and-half"", ""milk"", ""powdered sugar"", ""raspberries"", ""raspberry jam"", ""salt"", ""semi-sweet chocolate chips"", ""sugar"", ""flour""]",0,,,
56,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,635263,16,"Blackened Cajun Chicken",https://img.spoonacular.com/recipes/635263-556x370.jpg,https://www.foodista.com/recipe/6Y5FNTJW/blackened-cajun-chicken,45,443.92,"[""gluten free"", ""dairy free""]","[""bay leaves"", ""pepper"", ""brown sugar"", ""cayenne pepper"", ""rosemary"", ""thyme"", ""mustard"", ""garlic powder"", ""ground cumin"", ""onion powder"", ""paprika"", ""salt"", ""chicken""]",0,,,
57,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,639482,17,"Cinnamon Rolls by Bing",https://img.spoonacular.com/recipes/639482-556x370.jpg,https://www.foodista.com/recipe/H3DWBXRM/cinnamon-rolls-by-bing,45,632.15,"[""lacto ovo vegetarian""]","[""milk"", ""vegetable oil"", ""sugar"", ""active yeast"", ""flour"", ""baking powder"", ""baking soda"", ""salt"", ""butter"", ""caster sugar"", ""brown sugar"", ""ground cinnamon"", ""pecan nuts"", ""strong coffee"", ""quality honey"", ""butter"", ""salt"", ""icing sugar"", ""cream""]",0,,,
58,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,645403,18,"Green Bean Casserole from Scratch",https://img.spoonacular.com/recipes/645403-556x370.jpg,https://www.foodista.com/recipe/K8FJJV2V/green-bean-casserole-from-scratch,45,205.51,"[""lacto ovo vegetarian""]","[""canola oil"", ""onion"", ""mushrooms"", ""onion powder"", ""salt"", ""thyme"", ""pepper"", ""flour"", ""milk"", ""sherry"", ""green beans"", ""cream"", ""paprika"", ""garlic powder""]",0,,,
59,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,655698,19,"Pepperoni Pizza Muffins",https://img.spoonacular.com/recipes/655698-556x370.jpg,https://www.foodista.com/recipe/ZBB4CYW8/pepperoni-pizza-muffins,45,304.38,[],"[""all purpose flour - 500ml"", ""baking power - 15 ml"", ""baking soda - \u00bd 2ml"", ""salt - \u00bd 2ml"", ""basil - \u00bd 2ml"", ""oregano - \u00bd 2ml"", ""garlic powder - \u00bd 2ml"", ""egg"", ""milk - 250ml"", ""cooking oil - \u00bc 60ml"", ""granulated sugar - 30ml"", ""tomatoes"", ""cheese - \u2154 150ml"", ""pepperoni stick - 2 \u00bd 70g""]",0,,,
60,e63cb42b-f87f-4e00-952d-f2ce9c54679a,TEST-73,664680,20,"Vegetarian Mushroom Shepherd's Pie",https://img.spoonacular.com/recipes/664680-556x370.jpg,https://www.foodista.com/recipe/Q8LZSX4D/vegetarian-mushroom-shepherd-s-pie-with-vegan-version,45,113.26,"[""gluten free"", ""dairy free""]","[""skin potatoes"", ""soy granules"", ""mushrooms"", ""carrot"", ""bell pepper"", ""onions"", ""dill"", ""parsley"", ""eggs"", ""sea salt"", ""ground pepper"", ""paprika"", ""thyme"", ""unrefined sunflower oil""]",0,,,
61,3066d5f5-eda2-4114-9b9d-eed55f6580a5,TEST-73,660525,1,"Soft-Baked Pretzels",https://img.spoonacular.com/recipes/660525-556x370.jpg,https://www.foodista.com/recipe/4TT72H3V/soft-baked-pretzels,45,379.34,"[""lacto ovo vegetarian""]","[""active yeast"", ""baking soda"", ""butter"", ""egg yolk"", ""fleur de sel"", ""flour"", ""kosher salt"", ""sugar"", ""some vegetable oil"", ""water"", ""warm water"", ""pastry flour""]",0,,,
62,3066d5f5-eda2-4114-9b9d-eed55f6580a5,TEST-73,662315,2,"Sundried Tomato,Olive,Rosemary and Thyme Foccacia Bread",https://img.spoonacular.com/recipes/662315-556x370.jpg,https://www.foodista.com/recipe/J332ZZGL/sundried-tomatooliverosemary-and-thyme-foccacia-bread,45,111.7,"[""dairy free""]","[""pizza base mix"", ""active yeast"", ""sugar"", ""olive oil"", ""olives"", ""sundried tomatoes"", ""sea salt"", ""freash rosemary and thyme"", ""warm water""]",0,,,
